fecha_de_registro,tipo_divorcio,el_nacionalidad,el_f_nacimiento,el_loc_nacimiento,el_mpo_nacimiento,el_edo_nacimiento,el_pais_nacimiento,el_edad,el_mpo_habita,el_edo_habita,el_pais_habita,el_ingreso,el_ocupacion,el_loc_habita,ella_nacionalidad,ella_f_nacimiento,fecha_de_registro_2,ella_loc_nacimiento,ella_mpo_nacimiento,ella_edo_nacimiento,ella_pais_nacimiento,ella_edad,ella_loc_habita,ella_mpo_habita,ella_edo_habita,ella_pais_habita,ella_ocupacion,ella_ingreso,fecha,localidad,municipio,entidad_federativa,el_escolaridad,el_trabajo,ella_escolaridad,ella_trabajo,años_matrimonio,meses_matrimonio,num_hijos,custodia
2004-06-01,Voluntario,MEXICANA,03/04/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,2000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,20/11/1977,1978-11-23,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,1998-11-28,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,5,6,1,MADRE
2005-06-01,Voluntario,MEXICANA,13/01/1973,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,32,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/09/1969,1996-04-12,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,10000,2003-05-03,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,4,NA,NA,NA
2005-06-01,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,NA,NA,NA,NA,MAESTRO,NA,MEXICANA,NA,NA,SOLEDAD DE DOBLADO,SOLEDAD DE DOBADO,VERACRUZ,MEXICO,33,NA,NA,NA,NA,EMPLEADA,NA,1996-10-07,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,NA,NA,NA,NA
2006-06-01,Voluntario,MEXICANA,04/07/1976,TUXTLA GUTIERREZ,TUXTLA GUTIERREZ,CHIAPAS,MEXICO,29,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,8000,EMPLEADO,DISTRITO FEDERAL,MEXICANA,14/06/1968,1978-06-17,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2004-03-20,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,NO TRABAJA,2,NA,NA,NA
2006-06-01,Voluntario,MEXICANA,26/07/1943,PASO DE LA MILPA,ACTOPAN,VERACRUZ,MEXICO,62,ACTOPAN,VERACRUZ,MEXICO,4000,AGRICULTOR,PASO DE LA MILPA,MEXICANA,22/09/1951,1951-10-27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,54,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,2000,2005-02-02,XALAPA,XALAPA,VERACRUZ,PRIMARIA,PATRON O EMPRESARIO,PRIMARIA,PATRON O EMPRESARIO,1,NA,NA,NA
2006-06-01,Necesario,MEXICANA,18/07/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,14/02/1978,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1997-04-02,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PROFESIONAL,NO TRABAJA,9,NA,1,NA
2006-06-01,Necesario,MEXICANA,09/06/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,24/06/1983,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,22,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1200,2000-08-11,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,NA,SECUNDARIA,EMPLEADO,6,NA,1,NA
2006-06-01,Necesario,MEXICANA,29/05/1963,LA ESTANZUELA,DOS RIOS,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,12/10/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1993-12-16,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,12,NA,2,NA
2007-06-01,Voluntario,MEXICANA,27/11/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,01/07/1976,1976-07-31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2005-08-13,LAS VIGAS DE RAMIREZ,LAS VIGAS DE RAMIREZ,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,9,NA,NA
2010-06-01,Necesario,MEXICANA,02/06/1957,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,52,XALAPA,VERACRUZ,MEXICO,NA,DESEMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,20/07/1962,NA,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,47,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,4000,1980-10-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,28,NA,2,NA
2010-06-01,Voluntario,COSTARRICENSE,19/10/1989,EL ROBLE,EL ROBLE,PUNTARENAS,COSTA RICA,20,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,25/05/1986,1986-06-24,COATZACOALCOS,COATZACOALCOS,VERACRUZ,MEXICO,23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,2009-02-16,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,3,NA,NA
2011-06-01,Voluntario,MEXICANA,22/04/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,3000,FONTANERO,XALAPA-ENRIQUEZ,MEXICANA,14/03/1973,1973-06-18,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2010-01-26,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,NO TRABAJA,1,2,NA,NA
2011-06-01,Voluntario,MEXICANA,10/04/1978,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA,VERACRUZ,MEXICO,6000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,07/01/1977,1978-12-26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA DE INGLES,6000,2009-08-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,9,NA,NA
2011-06-01,Necesario,MEXICANA,NA,CORDOBA,CORDOBA,VERACRUZ,MEXICO,44,COATEPEC,VERACRUZ,MEXICO,25000,EMPLEADO,COATEPEC,MEXICANA,NA,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,38,EL CHICO,EMILIANO ZAPATA,VERACRUZ,MEXICO,AMA DE CASA,15000,1995-02-18,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,16,NA,2,MADRE
2012-06-01,Necesario,MEXICANA,NA,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,38,ACAYUCAN,VERACRUZ,MEXICO,8000,EMPLEADO,ACAYUCAN,MEXICANA,NA,NA,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LICENCIADA,8500,2004-06-05,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,8,NA,1,NA
2012-06-01,Necesario,MEXICANA,23/02/1971,POZA RICA,POZA RICA,VERACRUZ,MEXICO,41,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,01/09/1973,NA,SAN MARCOS DE LEON,XICO,VERACRUZ,MEXICO,38,SAN MARCOS DE LEON,XICO,VERACRUZ,MEXICO,EMPLEADA,6000,1995-10-13,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,13,NA,2,MADRE
2012-06-01,Necesario,MEXICANA,04/08/1985,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,04/12/1985,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,2009-07-16,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,EMPLEADO,20,9,1,MADRE
2012-06-01,Necesario,MEXICANA,26/07/1971,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA,VERACRUZ,MEXICO,6000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,20/04/1970,NA,PUEBLA,PUEBLA,PUEBLA,MEXICO,42,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,7000,1997-12-23,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,10,NA,2,MADRE
2002-07-01,Voluntario,MEXICANA,03/10/1956,ROMA,CUAUHTEMOC,DISTRITO FEDERAL,MEXICO,45,XALAPA,VERACRUZ,MEXICO,8000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,06/06/1951,1952-04-21,ANZURES,CUAUHTEMOC,DISTRITO FEDERAL,MEXICO,51,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,14000,1985-02-22,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,17,4,1,MADRE
2003-07-01,Necesario,MEXICANA,19/08/1949,ORILLA DEL MONTE,JALACINGO,VERACRUZ,MEXICO,53,XALAPA,VERACRUZ,MEXICO,1350,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1968-01-15,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,OTRO,NA,35,5,2,NA
2003-07-01,Necesario,MEXICANA,15/04/1964,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,560,MECANICO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,TEMPOAL,TEMPOAL,VERACRUZ,MEXICO,NA,NA,NA,NA,NA,NA,NA,1983-09-05,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,NA,NA,9,9,1,MADRE
2003-07-01,Voluntario,MEXICANA,24/06/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,12/07/1971,1971-09-11,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2000,1991-04-12,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,12,2,2,MADRE
2004-07-01,Voluntario,MEXICANA,29/01/1970,CORDOBA,CORDOBA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,18/03/1976,1976-03-18,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1996-01-06,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,8,5,2,NA
2005-07-01,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,NA,CHOFER,XALAPA-ENRIQUEZ,MEXICANA,31/10/1979,NA,OJO DE AGUA,TECAMAC,MEXICO,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1996-07-23,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,NA,NA,NA,NA
2005-07-01,Necesario,MEXICANA,31/05/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/11/1979,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LICENCIADA,NA,1999-06-25,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PROFESIONAL,EMPLEADO,NA,NA,NA,NA
2008-07-01,Voluntario,MEXICANA,24/01/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,41,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,15/04/1980,1984-08-03,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2003-02-07,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,NO TRABAJA,5,NA,NA,NA
2008-07-01,Necesario,MEXICANA,06/06/1947,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,61,COATEPEC,VERACRUZ,MEXICO,NA,PENSIONADO,COATEPEC,MEXICANA,05/08/1950,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,57,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1968-12-26,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,NO TRABAJA,PRIMARIA,NO TRABAJA,40,NA,4,NA
2009-07-01,Voluntario,MEXICANA,02/10/1977,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,11000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/06/1982,1982-07-05,ALVARADO,ALVARADO,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,2008-04-25,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,1,NA,NA
2011-07-01,Necesario,MEXICANA,20/11/1985,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,25,XALAPA,VERACRUZ,MEXICO,2300,CHOFER,XALAPA-ENRIQUEZ,MEXICANA,18/09/1984,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2009-02-04,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,NO TRABAJA,2,4,1,MADRE
2013-07-01,Necesario,MEXICANA,06/07/1981,TEZIUTLAN,TEZIUTLAN,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,12000,COMUNICOLOGO,XALAPA-ENRIQUEZ,MEXICANA,05/01/1982,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DISEÑADORA,7000,2007-01-30,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,4,NA,1,MADRE
2014-07-01,Necesario,MEXICANA,04/09/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,41,XALAPA,VERACRUZ,MEXICO,NA,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,16/07/1967,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,20000,2003-03-10,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,11,NA,1,MADRE
2014-07-01,Voluntario,MEXICANA,27/01/1982,MISANTLA,MISANTLA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,25/12/1977,1978-02-14,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,4000,2002-02-26,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,SECUNDARIA,EMPLEADO,7,NA,NA,NA
2000-08-01,Voluntario,MEXICANA,05/01/1965,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA,VERACRUZ,MEXICO,2200,FERROCARRILERO,XALAPA-ENRIQUEZ,MEXICANA,30/09/1962,1962-11-12,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,2800,1992-09-04,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PROFESIONAL,EMPLEADO,7,10,2,PADRE
2000-08-01,Voluntario,MEXICANA,08/04/1963,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA,VERACRUZ,MEXICO,3000,PUBLICISTA,XALAPA-ENRIQUEZ,MEXICANA,25/08/1972,1979-05-04,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,SECRETARIA,1700,1995-05-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PREPARATORIA,EMPLEADO,5,2,1,MADRE
2001-08-01,Necesario,MEXICANA,02/04/1966,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA,VERACRUZ,MEXICO,5000,SOLDADOR,XALAPA-ENRIQUEZ,MEXICANA,19/08/1965,1974-05-16,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,SECRETARIA,3000,1988-07-23,XALAPA,XALAPA,VERACRUZ,OTRO,ESTABLECIMIENTO,SECUNDARIA,EMPLEADO,13,NA,NA,NA
2003-08-01,Voluntario,MEXICANA,13/03/1971,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,3900,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,07/06/1970,1970-07-17,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2500,1992-05-14,CARDEL,LA ANTIGUA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,11,2,2,MADRE
2003-08-01,Voluntario,MEXICANA,01/09/1966,METZTITLAN,METZTITLAN,HIDALGO,MEXICO,36,XALAPA,VERACRUZ,MEXICO,12000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,14/06/1971,1971-07-31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTILISTA,1500,1992-10-24,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,ESTABLECIMIENTO,11,NA,3,PADRE
2003-08-01,Voluntario,MEXICANA,26/02/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,TLALNELHUAYOCAN,VERACRUZ,MEXICO,5000,COMERCIANTE,TLALNELHUAYOCAN,MEXICANA,22/03/1966,1996-05-28,MONTE VERDE,ALTO LUCERO,VERACRUZ,MEXICO,37,TLALNELHUAYOCAN,TLALNELHUAYOCAN,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1989-05-12,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PREPARATORIA,NO TRABAJA,14,2,1,MADRE
2006-08-01,Voluntario,MEXICANA,01/03/1963,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,43,XALAPA,VERACRUZ,MEXICO,2000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/06/1963,1963-06-19,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,1992-01-22,XICO,XICO,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,2,NA,NA,NA
2006-08-01,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,24/09/1978,NA,INDEPENDENCIA,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,24,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2000-11-03,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,NO TRABAJA,PREPARATORIA,NO TRABAJA,2,NA,2,NA
2006-08-01,Necesario,MEXICANA,09/05/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,1470,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,23/10/1979,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1999-07-09,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,NO TRABAJA,6,NA,1,NA
2008-08-01,Voluntario,MEXICANA,20/08/1939,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,68,XALAPA,VERACRUZ,MEXICO,3000,CAMPESINO,XALAPA-ENRIQUEZ,MEXICANA,13/10/1930,1981-02-23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,77,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1967-05-08,XALAPA,XALAPA,VERACRUZ,SIN ESCOLARIDAD,JORNALERO O PEON,SIN ESCOLARIDAD,NO TRABAJA,41,NA,6,NA
2008-08-01,Voluntario,ARGENTINA,17/12/1965,BAHIA BLANCA,BAHIA BLANCA,BUENOS AIRES,ARGENTINA,42,XALAPA,VERACRUZ,MEXICO,4000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,07/05/1964,1964-06-16,COATEPEC,COATEPEC,VERACRUZ,MEXICO,44,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DISEÑADORA,3500,1997-03-08,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PROFESIONAL,EMPLEADO,11,4,NA,NA
2011-08-01,Necesario,MEXICANA,13/08/1949,REAL DEL ORO,URSULO GALVAN,VERACRUZ,MEXICO,61,XALAPA,VERACRUZ,MEXICO,NA,ABOGADO,XALAPA-ENRIQUEZ,MEXICANA,15/06/1956,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,55,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1977-12-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,SECUNDARIA,NO TRABAJA,30,NA,2,NA
2011-08-01,Necesario,MEXICANA,14/04/1980,TEZIUTLAN,TEZIUTLAN,PUEBLA,MEXICO,31,VERACRUZ,VERACRUZ,MEXICO,12000,ING.,VERACRUZ,MEXICANA,12/12/1978,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6000,2002-06-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,9,NA,1,MADRE
2011-08-01,Necesario,MEXICANA,15/12/1980,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,5000,ING.,XALAPA-ENRIQUEZ,MEXICANA,24/11/1982,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,SAN RAFAEL,SAN RAFAEL,VERACRUZ,MEXICO,DOCENTE,6000,2002-05-29,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,9,NA,2,MADRE
2011-08-01,Necesario,MEXICANA,06/11/1963,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,47,XALAPA,VERACRUZ,MEXICO,NA,PENSIONADO,XALAPA-ENRIQUEZ,MEXICANA,22/06/1968,NA,TEZIUTLAN,TEZIUTLAN,PUEBLA,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MEDICO,8800,1993-04-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,18,NA,1,MADRE
